timestamp,free_heap,largest_block,ratio,event_context
0.4,228808,163824,0.715989,unknown
5.4,233288,163824,0.702239,unknown
10.4,233288,163824,0.702239,unknown
15.4,233288,163824,0.702239,unknown
20.4,233288,163824,0.702239,unknown
25.4,233288,163824,0.702239,unknown
30.4,233288,163824,0.702239,unknown
35.4,233288,163824,0.702239,unknown
40.5,233288,163824,0.702239,unknown
45.5,233288,163824,0.702239,unknown
50.5,233288,163824,0.702239,unknown
55.5,233288,163824,0.702239,unknown
60.7,233288,163824,0.702239,unknown
65.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
70.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
75.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
80.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
85.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
90.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
95.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
100.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
105.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
110.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
115.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
121.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
126.7,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
131.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
136.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
141.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
146.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
151.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
156.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
161.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
166.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
171.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
176.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
182.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
187.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
192.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
197.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
202.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
207.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
212.8,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
217.9,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
222.9,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
227.9,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
232.9,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
237.9,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
243.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
248.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
253.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
258.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
263.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
268.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
273.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
278.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
283.3,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
288.3,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
293.3,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
298.3,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
304.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
309.2,233288,163824,0.702239,WEATHER_EVENT WEATHER EVENT STARTED
